SLR_Author,AbstractID,Abstract_Year,Abstract
b,215,2018,"This study aimed to evaluate the clinical effects of acupoint stimulation therapy on patients with obstructive sleep apnea hypopnea syndrome (OSAHS). Methods: A systematic literature search of electronic databases (PubMed, Embase, CENTRAL and Chinese database) was conducted for randomized controlled trials comparing acupoint stimulation with other treatments in OSAHS patients. Literature collected in this paper was published up to May 2016, and random effects meta-analyses were performed by RevMen 5.3 software. Results: 703 patients from 10 trials were included. Comparison between acupoint stimulation and conventional treatment to OSAHS patients, showed significant differences in AHI ([WMD=-9.71, 95% CI (-11.63, -7.78), P<;0.00001]), SaO2min ([WMD=4.20, 95% CI (2.26, 6.14), P<;0.00001]), and Epworth Sleepiness Scale (ESS) scores ([WMD=- 3.99, 95%CI (-5.83,-2.15), p<;0.0001]). However, significant difference between acupoint stimulation and CPAP treatment to OSAHS was not observed. Conclusion: Evidence from this study suggests that stimulate acupoints therapy is effective in improving AHI, SaO2min and ESS in patients with OSAHS."
c,216,2019,"To unleash the great potential of the Internet of Things (IoT), it is critical to facilitate the creation and operation of IoT systems across IoT, edge and cloud infrastructures with vast heterogeneity, scalability and dynamicity. What is the current landscape of the existing approaches and tools that attempt to cope with this complexity? The work presented in this paper contributes to this picture. This paper presents the results of our systematic literature review (SLR) on research approaches and tools for the deployment and orchestration of IoT systems (DEPO4IoT). From thousands of relevant publications, we systematically identified and reviewed seventeen (17) primary studies for data extraction and synthesis to answer our predefined research questions. The results of our SLR show the technical details of the primary DEPO4IoT studies. A main finding is that most approaches do not properly support software deployment and orchestration at the tiny IoT device level. Moreover, there is a lack in terms of properly addressing the trustworthiness aspects in approaches for IoT systems deployment and orchestration. In this paper, we suggest some potential research directions to address the gaps found."
d,217,2018,"The diagnosis of most lung cancer patients happen only when it is advanced, where the curative therapy is not any more a choice. Lung cancer has more death rates than other prevalent cancers like prostate, breast and skin around the globe. Its mortality rate can be reduced to a certain extend by the earlier detection. It is also very important to know the different types of detection methods and its effectiveness. This review centers upon the likelihood of diagnosing lung cancer at its earlier stage by utilizing different biomarkers like protein biomarkers and exhaled breath analysis and imaging procedures like CT scan imaging."
a,218,2020,"Cyber-security is the practice of protecting computing systems and networks from digital attacks, which are a rising concern in the Information Age. With the growing pace at which new attacks are developed, conventional signature based attack detection methods are often not enough, and machine learning poses as a potential solution. Adversarial machine learning is a research area that examines both the generation and detection of adversarial examples, which are inputs specially crafted to deceive classifiers, and has been extensively studied specifically in the area of image recognition, where minor modifications are performed on images that cause a classifier to produce incorrect predictions. However, in other fields, such as intrusion and malware detection, the exploration of such methods is still growing. The aim of this survey is to explore works that apply adversarial machine learning concepts to intrusion and malware detection scenarios. We concluded that a wide variety of attacks were tested and proven effective in malware and intrusion detection, although their practicality was not tested in intrusion scenarios. Adversarial defenses were substantially less explored, although their effectiveness was also proven at resisting adversarial attacks. We also concluded that, contrarily to malware scenarios, the variety of datasets in intrusion scenarios is still very small, with the most used dataset being greatly outdated."
b,219,2020,"Autonomous vehicles (AVs) may have a transformative influence on transportation systems. AV use is expected to reduce crash, transport costs, and land use. However, the net effects of the autonomous vehicle are unknown because there are no fully-autonomous vehicles in reality. The simulation systems are indispensable to be built up not only for cost but also for obtaining massive data. An agent-based simulation is capable of simulating the entities in a complex system, such as the AV system. Considering the potential of agent-based models to complement existing models and the difficulty to understand, to duplicate and to compare different agent-based models, this paper review existing agent-based modeling of autonomous vehicles with the help of ODD protocol, which has been applied in the review of agent-based land-use change models and agricultural policy evaluation. The significant variables that researchers have taken into consideration in sensitivity analysis and in the different scenarios are explored in the paper. Fleet size is the primary variable researchers considered, and we also discussed the probable causes of different AV replacement rates. We have assessed the quality of reviewed articles to gain more acceptance from the agent-based modeling community. Most of the reviewed papers follow the ODD protocol of agent decision making. However, in order to improve the level of modeling transparency, the executable and related data shall be available, at least the data source and the programming language/simulation platform should be provided. Several recommendations for further research are also presented."
c,220,2018,"Since ERP solution facilitates has changed in business environment and also has helped in supporting managerial level to make decision. Therefore, ERP system is important strategy for organization's survival. One of the critical issues that affect a successful ERP implementation is the implementation method. In previous research, it showed that many organizations had faced complexity when they were implementing ERP in order to meet their requirements. In other cases, the ERP systems are unable to provide solution which is a simplicity of the necessary business processes. The ERP implementation complexity is one of the factors that lead the failures. Thus, here, we intend to propose an agile approach to reduce complexity and eventually our intention is to improve ERP implementing to become more successful. In this study, we are employing a systematic literature review (SLR) approach to identify the principles factors of the agile methods for ERP implementation. In result of employing this SLR method, we found that agile values and principles are correlated in ERP implementation complexity."
d,221,2020,"Machine learning (ML) techniques are changing both the offensive and defensive aspects of cybersecurity. The implications are especially strong for privacy, as ML approaches provide unprecedented opportunities to make use of collected data. Thus, education on cybersecurity and AI is needed. To investigate how AI and cybersecurity should be taught together, we look at previous studies on cybersecurity MOOCs by conducting a systematic literature review. The initial search resulted in 72 items and after screening for only peer-reviewed publications on cybersecurity online courses, 15 studies remained. Three of the studies concerned multiple cybersecurity MOOCs whereas 12 focused on individual courses. The number of published work evaluating specific cybersecurity MOOCs was found to be small compared to all available cybersecurity MOOCs. Analysis of the studies revealed that cybersecurity education is, in almost all cases, organised based on the topic instead of used tools, making it difficult for learners to find focused information on AI applications in cybersecurity. Furthermore, there is a gab in academic literature on how AI applications in cybersecurity should be taught in online courses."
a,222,2019,"Cardiovascular diseases currently pose the highest threat to human health around the world. Proper investigation of the abnormalities in heart sounds is known to provide vital clinical information that can assist in the diagnosis and management of cardiac conditions. However, despite significant advances in the development of algorithms for automated classification and analysis of heart sounds, the validity of different approaches has not been systematically reviewed. This paper provides an in-depth systematic review and critical analysis of all the existing approaches for automatic identification and classification of the heart sounds. All statements on the Preferred Reporting Items for Systematic Reviews and Meta-Analyses 2009 Checklist were followed and addressed thoroughly to maintain the quality of the accounted systematic review. Out of 1347 research articles available in the academic databases from 1963 to 2018, 117 peer-reviewed articles were found to fall under the search and selection criteria of this paper. Amongst them: 53 articles are focused on segmentation, 72 of the studies are related to the feature extraction approaches and 88 to classification, and 56 reported on the databases and heart sounds acquisition. From this review, it is clear that, although a lot of research has been done in the field of automated analysis, there is still some work to be done to develop robust methods for identification and classification of various events in the cardiac cycle so that this could be effectively used to improve the diagnosis and management of cardiovascular diseases in combination with the wearable mobile technologies."
b,223,2019,"Amplitude-integrated electroencephalography (aEEG) is a simplified method for long-term, continuous, and bedside monitoring of brain activity. While conventional Electroencephalography (EEG) is the gold standard of assessing brain function, aEEG is easy to operate and allows bedside interpretation of brain activity by health care providers without extensive knowledge of neurophysiology. aEEG is increasingly applied in neurological monitoring in neonates, especially in the neonatal intensive care unit (NICU). To a growing extent, researchers and clinicians are convinced that aEEG provides valuable clinical information and can be used to assess the severity of neonatal encephalopathy. Meanwhile, to digitalize the aEEG transformation process and automate the interpretation process, different algorithms have been proposed in the last decades. This paper provides a comprehensive review of aEEG for neonatal monitoring from both clinical and technological perspectives. The paper first reviews the clinical applications of aEEG and discusses the merits and demerits of neonatal aEEG monitoring in terms of the assistance of the treatment and prognosis of cerebral diseases like hypoxic-ischemic encephalopathy (HIE), seizure and so on. And then furthermore, the algorithms to transform EEG into aEEG and the algorithms for aEEG interpretation like the automatic classification of aEEG tracing, automatic seizure detection of aEEG, etc. are reviewed."
c,224,2018,"This Research Full Paper presents a review of the literature related to novices' interest in learning to code. Students' interest in this topic has been mentioned in the Computer Science Education (CSE) field since the 1990s. Although it got the attention of computing faculty and shaped a wide number of proposals, students' disinterest remains a complex struggle in Computer Science (CS) courses. On the other hand, we still have little knowledge about what theoretical concepts and methods of research are adopted by researchers who study interest, particularly among novices in programming. As an attempt to close this gap, we carried out a systematic review process to identify frequent assumptions and methodological decisions aiming to establish a sense of what happened in the last seventeen years in this research field. Based on our review, the findings revealed that although a high number of contributions is propagated, most of them are based on lesson learned reports that fail in producing reliable evidences to substantiate the effectiveness of some proposals. The analysis of the 36 publications considered relevant to our systematic review revealed that there is not a convergent understanding between CSE researchers of what is interest and how to measure. Not many of them study interest based on specific theories or observe how students' interest changes over time. So, although we have found many publications referring to practical and experimental applications, we could see that this research area is still fragmented and led by a bit of uncertainty about what really can sustain novices more interested in learning coding."
d,225,2018,"A Systematic Literature Review (SLR) allows us to combine and analyze data from multiple (published and unpublished) studies. Though it provides a complete and comprehensive empirical evidence of an area of interest, the results we usually get from the data synthesis phase of an SLR include huge tables and graphs and thus, for users, it is a tedious and time-consuming job to get the required results. In this work, we propose to semi-automate some steps which can be used to fetch the information from an SLR, beyond the traditional tables, graphs, and plots. The automation is performed using Semantic Web technologies like ontology, Jena API and SPARQL queries. The Semantic Web, also called Web 3.0, provides a common framework and thus allows us to share and re-use the data across the applications and enterprises. It can be used to integrate, extract, and infer the most relevant data required by the users, which are hidden behind the huge information on the Web. We also provide an easy-to-use user interface in order to allow users to perform different searches and find their required SLR results easily and quickly. Finally, we present the results of a preliminary user study performed to analyze the amount of time users need to extract their required information, both via the SLR tables and our proposal. The results revealed that with our system the users get their required information in less time compared to the manual system."
a,226,2019,"The Internet of Things (IoT) aims at connecting things to the Internet in a peer-to-peer paradigm for data collecting and data sharing in our daily life. A blockchain is an immutable append-only ledger maintained by a peer-to-peer network, where the whole network needs to reach a consensus on the transactional data stored on the ledger. With the decentralization nature, the design of IoT and blockchain aligns with each other well. Blockchain has been integrated with the IoT to solve the existing IoT problems. Our research focuses on analyzing the solutions proposed in academia and the methodologies used to integrate blockchain with the IoT. Through conducting a systematic literature review (SLR) on peer-reviewed, published articles on blockchain-based solutions for IoT, we gather the knowledge on current technical approaches implemented to integrate blockchain into the IoT. Majority of the research in this space is either at a conceptual level or at a very early stage. However, we only found 35 published papers with the real implementation of blockchain in the IoT platforms. We elicit the challenges of the IoT that were being addressed, and the detailed design of the blockchain-based solutions from two perspectives, namely data management and thing management. The evaluation methods and metrics used by those works are also being recorded and analyzed. In addition to the analysis of the literature, we provide our insights on improving the existing solutions and research methodology based on our expertise and experience on the blockchain."
b,227,2020,"As the complexity of both design and processing increase for advanced FinFET technology, defect metrology will continue to provide the best strategies for Defect Review Scanning Electron Microscopy (DR-SEM) and Automatic Defect Classification (ADC). The precise defect location navigation, and the accuracy of random and systematic defect classification can be improved by introducing Computer-Aided Design (CAD) into DR-SEM and ADC processes. The Design Based ADC (DBA) not only differentiates systematic and random defect on CAD for yield control but also determines the precise defect locations for weak point analysis. We will present a method for the implementation of weak point CAD for DR-SEM review and ADC through a case study of a BEOL CMP layer of an advanced FinFET process demonstrating its benefit to defect analysis and control."
c,228,2019,"Anomaly detection has attracted considerable attention from the research community in the past few years due to the advancement of sensor monitoring technologies, low-cost solutions, and high impact in diverse application domains. Sensors generate a huge amount of data while monitoring the physical spaces and objects. These huge collected data streams can be analyzed to identify unhealthy behaviors. It may reduce functional risks, avoid unseen problems, and prevent downtime of the systems. Many research methodologies have been designed and developed to determine such anomalous behaviors in security and risk analysis domains. In this paper, we present the results of a systematic literature review about anomaly detection techniques except for these dominant research areas. We focus on the studies published from 2000 to 2018 in the application areas of intelligent inhabitant environments, transportation systems, health care systems, smart objects, and industrial systems. We have identified a number of research gaps related to the data collection, the analysis of imbalanced large datasets, limitations of statistical methods to process the huge sensory data, and few research articles in abnormal behavior prediction in real scenarios. Based on our analysis, researchers and practitioners can acquaint themselves with the existing approaches, use them to solve real problems, and/or further contribute to developing novel techniques for anomaly detection, prediction, and analysis."
d,229,2019,"With the rapid development of computer and communication technology, anticipatory computing has been identified as one of the most important factors affecting human behavioral change. The future of anticipatory computing will not be bright if it fails to provide useful help to human life and work. Anticipatory computing applied to behavioral change intervention (BCI) is full of challenges and is a research topic of increasing interest and importance. This paper provides an overview of the concept of anticipatory computing, BCI, as well as anticipatory computing for the BCI and offers a multistage literature analysis. Also, a systematic analytical framework articulated from the existing literature is presented to reveal the progress and details of anticipatory computing for the BCI. This framework is divided into four dimensions: 1) sensing and context inferring; 2) context prediction; 3) behavioral guidance and intervention, and; 4) application. Based on our literature analysis, 11 elements of anticipatory computing for BCI are identified and discussed in terms of principles, enablers, and activities. Afterward, contributions and possible future directions for research are summarized at the end of this paper."
a,230,2019,"Advancement of consensus protocols in recent years has enabled distributed ledger technologies (DLTs) to find its application and value in sectors beyond cryptocurrencies. Here we reviewed 66 known consensus protocols and classified them into philosophical and architectural categories, also providing a visual representation. As a case study, we focus on the public sector and highlighted potential protocols. We have also listed these protocols against basic features and sector preference in a tabular format to facilitate selection. We argue that no protocol is a silver bullet, therefore should be selected carefully, considering the sector requirements and environment."
b,231,2018,"Sustainability is emerging as a main consideration throughout the industrial world due to the environmental pollution and degradation happening in a major scale as a result of industrial wastes while lean management is becoming a popular management tool in minimizing waste. Logistics industry contributes for these issues due to the wastes released in a considerable amount. Experts have highlighted that implementing lean principles in parallel to green concepts is more successful; which could lead to waste and cost reduction. A theoretical gap has been identified in the field of logistics in applying lean and green concepts in the context of Industry 4.0. A comprehensive literature review was conducted to address the identified research gap with the objective of examining the important lean practices and green concepts which are expected to enhance the operational performance of logistics functions. A key word based search, analysis of the topic and abstract, full text review were the steps followed respectively, for selecting the most relevant research papers which have been proven as valid, accepted and published to extract the knowledge for this study. As the major contribution, authors have developed a conceptual framework which focuses on the enhancement of operational performance of logistics operations by applying lean and green concepts with special reference to Industry 4.0 technologies. The results of the study will be beneficial for the LSP as it will suggest the strategies, concepts and techniques to enhance the operational performance of logistics functions."
c,232,2018,"The large volume of data whether arranged or unarranged is termed Big Data. Over the last decade, predictive analysis on big data has seen a high development and will absolutely keep on developing because of the rise of new interactive technology and applications because of the quick development in the field of data administrations. This paper examines diverse manners by which predictive analysis on big data can be utilized to enhance the proficiency and productiveness of government. Based on case studies, several countries like the Caribbean and Latin America made the use of big data. This paper covers perspectives, for example, government's action, administrative structures, preparing, analysing, and interpreting data."
d,233,2018,"CRISPR has become a hot research area ever since its advent for its efficiency and specificity in editing almost every section of DNA sequences. Based on its function of gene perturbation, a variety of gene editing techniques have been developed to achieve different aims. The target locations of a DNA strain can be precisely broken and repaired, during which the genes can be removed, repaired, silenced, or activated. The high efficiency of CRISPR/Cas9 reagents preparation and the easiness of experiment conduction make it now a powerful tool of high-content screen. In a CRISPR mediated screen, the reagents targeting different genes can be transferred and cultured together as a pool or separately in arrayed microwells. With the development of new synthesis methods which deceases the cost of guide RNA library preparation, arrayed CRIPSR screen is becoming more feasible and is believed to play more important role in a varies of biological research areas for its gene editing specificity and variable phenotype measurements. So far, there are a number of experiments designed in arrayed strategy, however, to the best of our knowledge, there is not a review on these experiments and their data analysis methods. Thus, we designed this systematic review and performed meta-analysis for these studies. In this paper we review the research area, study design, method of transfer of guide RNAs, final measurement of readouts and data analysis methods."
a,234,2020,"Due to the lack of living space and the increase in population, there has been a construction boom in the underground space to improve the quality of human life. Tunnel engineering plays a vital role in the development of underground space. In addition to traditional methods, some intelligent methods such as artificial neural networks (ANNs) have been applied to various problems in the tunnel domain in recent years. This paper systematically reviews the application of ANNs from different aspects of tunnel engineering. It reveals that the backpropagation algorithm (BPA) and Levenberg-Marquardt algorithm (LMA) are the most widely used. Due to the limitations of some original models, some scholars use optimization algorithms such as particle swarm optimization (PSO) and genetic algorithm (GA) to optimize the original ANNs to obtain better prediction results. A comparison between the ANN-based methods and methods like statistical methods is conducted. Finally, the following conclusions can be drawn: (1) The recommended ratio of the training set and test set is 3:1; (2) The advantage of optimized ANNs is not apparent when the optimization algorithm varies. Additionally, the performance of ANNs is always better than that of statistical methods."
b,235,2018,"Basic hardware comprehension of an artificial neural network (ANN), to a major scale depends on the proficient realization of a distinct neuron. For hardware execution of NNs, mostly FPGA-designed reconfigurable computing systems are favorable. FPGA comprehension of ANNs through a huge amount of neurons is mainly an exigent assignment. This work converses the reviews on various research articles of neural networks whose concerns focused in execution of more than one input neuron and multilayer with or without linearity property by using FPGA. An execution technique through reserve substitution is projected to adjust signed decimal facts. A detailed review of many research papers have been done for the proposed work. The proposed paper involves a Multi Layer Perceptron with a Back Propagation learning algorithm to identify a prototype for the diagnosis. In this paper, a brief introduction about artificial neural network used nowadays for diagnosis of disease is given."
c,236,2019,"The issues that relate with the automatics and intelligent tracing of the transaction and banking customer become the main issues nowadays. Whereas most of transaction that already moved to digital and online transaction that needed more intelligent features on the Predictive Analyst. The rise of predictive analytics (PA) is one of the biggest disruptions in financial services. In the last years, PA methods grew sharply to give the baseline of data driven decision-making process for forecasting future business situation. PA uses various algorithms to discover different patterns in the big data environment that might create more value for businesses including in financial institutions. The potential implementation of data science in financial industry is still to be explored. In this paper, we summarize work done on PA at financial industry. We also explore the potential application of PA and investigating how data science and big data is going to be used in financial institutions in the future."
d,237,2020,"Autism Spectrum Disorder (ASD) is a neurodevelopmental disorder that may lead to significant impairment in social communication, repetitive patterns of behavior, and possible fixed and restricted interests. Applied Behavior Analysis (ABA) is a well-supported and evidence-based treatment for the delays attributed to ASD. Assistive technologies, such as gamification, software apps, computer-based training (Web), and robotics; provide a standardized method of implementing ABA techniques. This review provides a synthesis of the main characteristics of these technologies. The assessed proposals focused on technologies such as Distributed Systems, Image Processing, Gamification, and Robotics. The primary objectives of these tools sought to improve social behavior, attention, communication, and reading skills. Some common limitations found in the literature was a failure to accurately define their target audience, and a failure to comply with the dimensions of ABA as defined by Baer, Wolf, and Risley in 1968."
a,238,2019,"This research category full paper brings a landscape of the primary studies which aim to turn diagrams accessible for blind people. There are a considerable number of people with visual impairments. However, was noticed poor accessibility features in tools to work with diagrams, which are typically used to present concepts and structured data, especially for courses in STEM fields. Thus, this systematic literature review gathered the studies about this matter in the last six years, to reveal the approaches being used to make diagrams accessible for blind people, checking, in addition to perception, if interaction and collaboration have been considered. The initial search and screening resulted in 369 studies, out of which 26 were selected for the final analysis. The results presented the preponderance of the auditory approach followed by refreshable Braille displays to achieve perception. Concerning interaction, the keyboard was the main input interface, whereas four out of nine studies found considered it. From the four studies which treated the possibility of simultaneous users working on the diagrammatic representation, only one considered distributed collaboration. Finally, the conclusion is that may there is a research gap in the collaboration, which could guide further developments."
b,239,2017,"A sentiment analysis has received a lot of attention from researchers working in the fields of natural language processing and text mining. However, there is a lack of annotated data sets that can be used to train a model for all domains, which is hampering the accuracy of sentiment analysis. Many research studies have attempted to tackle this issue and to improve cross-domain sentiment classification. In this paper, we present the results of a comprehensive systematic literature review of the methods and techniques employed in a cross-domain sentiment analysis. We focus on studies published during the period of 2010-2016. From our analysis of those works, it is clear that there is no perfect solution. Hence, one of the aims of this review is to create a resource in the form of an overview of the techniques, methods, and approaches that have been used to attempt to solve the problem of cross-domain sentiment analysis in order to assist researchers in developing new and more accurate techniques in the future."
c,240,2017,"A gene expression analysis has received a lot of interest from researchers operational in the bioinformatics fields. The expansion of bioinformatics has made it possible to study the microarray datasets straight as an alternative of to be dependent on intricate biological experiments. Usually microarray dataset's nature is to have less number of samples and large number of genes. The former referred as number of rows and later is referred as number of columns in regular transactional datasets. Inferring these microarray data residues a demanding problem and stay as forefront research part for biomedical researchers in the recent years. Emerging technologies of knowledge discovery and algorithms are being applied on gene expression to find out genomic information most related to a diversity of phenotypes. On the other hand, numerous limitations obstruct biologists from identifying and understanding important patterns, from classifying the phenotype of disease, they also struggle to realize the allegations of a particular outcome. This paper aims on a comparative study of Gene Expression Classification techniques which can classify the phenotype of diseases. In this paper, we propose an effective solution that presents concise mining results by applying classification algorithms on gene expression datasets."
d,241,2020,"Feature selection has gained much consideration from scholars working in the domain of machine learning and data mining in recent years. Feature selection is a popular problem in Machine learning with the goal of finding optimal features with increase accuracy. As a result, several studies have been conducted on multi-objective feature selection through numerous multi-objective techniques and algorithms. The objective of this paper is to present a systematic literature review of the challenges and issues of the multi-objective feature selection problem and critically analyses the proposed techniques used to tackle this problem. The conducted review covered all related studies published since 2012 up to 2019. The outcomes of the reviewed of these studies clearly showed that no perfect solution to the multi-objective feature selection problem yet. The authors believed that the conducted review would serve as the main source of the techniques and methods used to resolve the problem of multi-objective feature selection. Furthermore, current challenges and issues are deliberated to find promising research domains for further study."
a,242,2018,"Effective communication of disaster risks is crucial to provoking appropriate responses from citizens and emergency operators. With recent advancement in Artificial Intelligence (AI), several researchers have begun exploring machine learning techniques in improving disaster risk communication. This paper adopts a systematic literature approach to report on the various research activities involving the application of AI in disaster risk communication. The study found that research activities focus on two broad areas: (1) prediction and monitoring for early warning, and (2) information extraction and classification for situational awareness. These broad areas are discussed, including background information to help establish future applications of AI in disaster risk communication. The paper concludes with recommendations of several ways in which AI applications can have a broader role in disaster risk communication."
b,243,2020,"This paper presents a systematic review of relevant primary studies on the use of augmented reality (AR) to improve various skills of children and adolescents diagnosed with autism spectrum disorder (ASD) from years 2005 to 2018 inclusive in eight bibliographic databases. This systematic review attempts to address eleven specific research questions related to the learing skills, participants, AR technology, research design, data collection methods, settings, evaluation parameters, intervention outcomes, generalization, and maintenance. The social communication skill was the highly targeted skill, and individuals with ASD were part of all the studies. Computer, smartphone, and smartglass are more frequently used technologies. The commonly used research design was pre-test and post-test. Almost all the studies used observation as a data collection method, and classroom environment or controlled research environment were used as a setting of evaluation. Most of the evaluation parameters were human-assisted. The results of the studies show that AR benefited children with ASD in learning skills. The generalization test was conducted in one study only, but the results were not reported. The results of maintenance tests conducted in five studies during a short-term period following the withdrawal of intervention were positive. Although the effect of using AR towards the learning of individuals was positive, given the wide variety of skills targeted in the studies, and the heterogeneity of the participants, a summative conclusion regarding the effectiveness of AR for teaching or learning of skills related to ASD based on the existing literature is not possible. The review also proposes the research taxonomy for ASD. Future research addressing the effectiveness of AR among more participants, different technologies supporting AR for the intervention, generalization, and maintenance of learning skills, and the evaluation in the inslusive classroom environment and other settings is warranted."
c,244,2019,"Automatic depression assessment based on visual cues is a rapidly growing research domain. The present exhaustive review of existing approaches as reported in over sixty publications during the last ten years focuses on image processing and machine learning algorithms. Visual manifestations of depression, various procedures used for data collection, and existing datasets are summarized. The review outlines methods and algorithms for visual feature extraction, dimensionality reduction, decision methods for classification and regression approaches, as well as different fusion strategies. A quantitative meta-analysis of reported results, relying on performance metrics robust to chance, is included, identifying general trends and key unresolved issues to be considered in future studies of automatic depression assessment utilizing visual cues alone or in combination with vocal or verbal cues."
d,245,2020,"This article presents a systematic review of the current computational technologies applied to medical images for the detection, segmentation, and classification of strokes. Besides, analyzing and evaluating the technological advances, the challenges to be overcome and the future trends are discussed. The principal approaches make use of artificial intelligence, digital image processing and analysis, and various other technologies to develop computer-aided diagnosis (CAD) systems to improve the accuracy in the diagnostic process, as well as the interpretation consistency of medical images. However, there are some points that require greater attention such as low sensitivity, optimization of the algorithm, a reduction of false positives, and improvement in the identification and segmentation processes of different sizes and shapes. Also, there is a need to improve the classification steps of different stroke types and subtypes. Furthermore, there is an additional need for further research to improve the current techniques and develop new algorithms to overcome disadvantages identified here. The main focus of this research is to analyze the applied technologies for the development of CAD systems and verify how effective they are for stroke detection, segmentation, and classification. The main contributions of this review are that it analyzes only up-to-date studies, mainly from 2015 to 2018, as well as organizing the various studies in the area according to the research proposal, i.e., detection, segmentation, and classification of the types of stroke and the respective techniques used. Thus, the review has great relevance for future research, since it presents an ample comparison of the most recent works in the area, clearly showing the existing difficulties and the models that have been proposed to overcome such difficulties."
a,246,2019,"Question classification is a key point in many applications, such as Question Answering (QA, e.g., Yahoo! Answers), Information Retrieval (IR, e.g., Google search engine), and E-learning systems (e.g., Bloom's tax. classifiers). This paper aims to carry out a systematic review of the literature on automatic question classifiers and the technology directly involved. Automatic classifiers are responsible for labeling a certain evaluation item using a type of categorization as a selection criterion. The analysis of 80 primary studies previously selected revealed that SVM is the main algorithm of the Machine Learning used, while BOW and TF-IDF are the main techniques for feature extraction and selection, respectively. According to the analysis, the taxonomies proposed by Li and Roth and Bloom were the most used ones for the classification criteria, and Accuracy/Precision/Recall/F1-score were proven to be the most used metrics. In the future, the objective is to perform a meta-analysis with the studies that authorize the availability of their data."
b,247,2019,"Investigators spend a good amount of time detecting and searching for relevant scientific articles manually. The importance of this article is reflected in the use of best practices provided by a systematic review, which allows to obtain more relevant studies for research. The main motivation to carry out the project was the low existence of tools that support the systematic review, since there are only studies of how one is carried out. Therefore, this article proposes a tool that automates the planning phase of a systematic review. The validation of the tool allows to verify the satisfaction of the researcher according to the time and quality of the studies identified in the search for literature revision."
c,248,2017,"To improve the quality of an academic process, Higher Education Institution (HEI) becomes aware of using IT to support academic process. IT planning needs carefully plans and embed with organizational strategy to create value. Implementing IT Governance ensured that organization gain benefits from the investment in IT. This study proposed to seek benefits that HEI can get when implementing IT Governance. Literature study divided into three steps start with the review published in the various journal on the topic of IT Governance. From 105 papers found synthesized into 18 papers which relevant case in HEI and result from 11 papers to be reviewed. These selected paper then review to answer research question about the benefits of implementing IT Governance in HEI."
d,249,2018,"Purpose: To overview and characterize the potential adoption of big data analytics (BDA) in warehouse management (WM). Methodology: The paper uses a systematic review to describe the budding area of big data analytics in warehouse management, provide the benefits, summarize an architectural framework and methodology, give and present examples from industrial case studies reviewed in the literature, briefly argue the challenges, and provide conclusions. Findings: The paper offers a wide overview of big data analytics for warehouse management researchers and experts. Originality/value: Big data analytics in warehouse management is promoting into a promising domain for supplying insight from large data sets and enhancing results while decreasing costs. However, there exist challenges to conquer."
a,250,2018,"The smart city generated rapidly huge of data. Data can analyze with big data analytics technology to give solution from past data in smart city problem and help better solution in decision making. This paper summarizes the existing condition of big data analytics in the smart city in term of the algorithm, data type and tools were built using systematic literature review (SLR) as the standard methodology used to solve any problem by tracing the result from the previous research. The problem in SLR called as research question (RQ). To achieve that goal, we define some RQs related to that scope and clarify each question by tracing previous research. The research paper from reputable journal databases such as IEEE Xplore, Scopus, ScienceDirect, and Springerlink. After synthesizing 15 articles, the results are: algorithm data mining like ANN, Markov, graph mining, etc. needs to improve. That algorithm not enough to handle high data volume, high variety and high velocity to store and processes data; main data type have big chance to give the solution in the smart city is social media. That data has the potential to help in decision making in the smart city problem; Hadoop is the top tool to store and analyze data with high-performance, stable, reliable computing for the different type of data. Combination Hadoop with spark give less overhead to handle the high velocity and volume of data."
b,251,2020,"The advent of healthcare information management systems ( HIMSs ) continues to produce large volumes of healthcare data for patient care and compliance and regulatory requirements at a global scale. Analysis of this big data allows for boundless potential outcomes for discovering knowledge. Big data analytics ( BDA ) in healthcare can, for instance, help determine causes of diseases, generate effective diagnoses, enhance QoS guarantees by increasing efficiency of the healthcare delivery and effectiveness and viability of treatments, generate accurate predictions of readmissions, enhance clinical care, and pinpoint opportunities for cost savings. However, BDA implementations in any domain are generally complicated and resource-intensive with a high failure rate and no roadmap or success strategies to guide the practitioners. In this paper, we present a comprehensive roadmap to derive insights from BDA in the healthcare ( patient care ) domain, based on the results of a systematic literature review. We initially determine big data characteristics for healthcare and then review BDA applications to healthcare in academic research focusing particularly on NoSQL databases. We also identify the limitations and challenges of these applications and justify the potential of NoSQL databases to address these challenges and further enhance BDA healthcare research. We then propose and describe a state-of-the-art BDA architecture called Med-BDA for healthcare domain which solves all current BDA challenges and is based on the latest zeta big data paradigm. We also present success strategies to ensure the working of Med-BDA along with outlining the major benefits of BDA applications to healthcare. Finally, we compare our work with other related literature reviews across twelve hallmark features to justify the novelty and importance of our work. The aforementioned contributions of our work are collectively unique and clearly present a roadmap for clinical administrators, practitioners and professionals to successfully implement BDA initiatives in their organizations."
